id,lat,lon,traffic_signals,stop
122618984,33.8780663,-117.8842733,TRUE,FALSE
122646117,33.882951,-117.877948,FALSE,FALSE
122683106,33.8835376,-117.8928785,FALSE,FALSE
122686316,33.8841482,-117.8926519,FALSE,FALSE
122686324,33.8861999,-117.8916014,FALSE,FALSE
122728045,33.8841901,-117.8957794,FALSE,FALSE
122728059,33.8865421,-117.8929074,FALSE,FALSE
122728065,33.8879157,-117.8907942,FALSE,FALSE
122728736,33.8857036,-117.8789167,FALSE,FALSE
122728743,33.8856726,-117.8777448,FALSE,FALSE
122728749,33.8868263,-117.8756849,FALSE,FALSE
122743270,33.8889733,-117.8855941,TRUE,FALSE
122743273,33.891281,-117.8856452,FALSE,FALSE
122746605,33.8912442,-117.8846887,FALSE,FALSE
122746608,33.8912647,-117.8817049,FALSE,FALSE
122763459,33.8756037,-117.8911831,FALSE,FALSE
122763463,33.876984,-117.8903213,FALSE,FALSE
122763465,33.8777111,-117.8903334,FALSE,FALSE
122763478,33.8845967,-117.8904359,FALSE,FALSE
122763503,33.8825882,-117.8903657,FALSE,FALSE
122772333,33.8886342,-117.8876199,FALSE,FALSE
122775093,33.8889999,-117.883796,FALSE,FALSE
122775099,33.88796,-117.8900922,TRUE,FALSE
122779847,33.8758457,-117.8774863,FALSE,FALSE
122779849,33.876014,-117.8783992,FALSE,FALSE
122786961,33.8802193,-117.8772146,FALSE,FALSE
122793662,33.8846054,-117.8897736,FALSE,FALSE
122800571,33.8871717,-117.8777155,FALSE,FALSE
122820865,33.890783,-117.8889802,FALSE,FALSE
122862963,33.8769548,-117.8920812,FALSE,FALSE
122881645,33.8757026,-117.8841631,FALSE,FALSE
122882543,33.8780632,-117.886004,FALSE,FALSE
122893131,33.8778194,-117.9006617,FALSE,FALSE
122893142,33.8776988,-117.8930286,FALSE,FALSE
122893143,33.8777009,-117.8920997,FALSE,FALSE
122893153,33.8777728,-117.8895942,TRUE,FALSE
122900442,33.8796198,-117.8773853,FALSE,FALSE
122900932,33.8778185,-117.8779007,TRUE,FALSE
122909316,33.8825664,-117.8922175,FALSE,FALSE
122913899,33.882899,-117.8936468,FALSE,FALSE
122913902,33.8825558,-117.8931183,FALSE,FALSE
122913904,33.8825771,-117.891302,FALSE,FALSE
122913905,33.8825987,-117.8897386,FALSE,FALSE
122930156,33.8875603,-117.8917335,FALSE,FALSE
122955017,33.8915199,-117.890649,FALSE,FALSE
122982235,33.8913391,-117.8861356,FALSE,FALSE
122993477,33.8814373,-117.8956621,FALSE,FALSE
122993491,33.881484,-117.889721,TRUE,FALSE
123027526,33.8849552,-117.8914232,FALSE,FALSE
123037035,33.8903324,-117.8912316,FALSE,FALSE
123037733,33.888903,-117.8926862,FALSE,FALSE
123037735,33.8888834,-117.8912855,FALSE,FALSE
123079409,33.8870479,-117.8929821,FALSE,FALSE
123107788,33.8915663,-117.8868382,FALSE,FALSE
1710387225,33.8780655,-117.8828155,TRUE,FALSE
3583764505,33.8776676,-117.8895921,TRUE,FALSE
3583764516,33.8781776,-117.8828101,TRUE,FALSE
3583764518,33.8781786,-117.8860052,FALSE,FALSE
3583764520,33.8781818,-117.8842779,TRUE,FALSE
4083327021,33.8757038,-117.8842992,FALSE,FALSE
4083327039,33.8777135,-117.8897511,TRUE,FALSE
4083327042,33.8780629,-117.8825021,FALSE,FALSE
4244652089,33.889141,-117.876912,TRUE,FALSE
